word,char_count,value
additory,8,96
addle,5,26
addled,6,30
addlepated,10,72
addles,6,45
addling,7,51
address,7,70
addressabilities,16,156
addressability,14,148
addressable,11,90
addressed,9,79
addressee,9,80
addressees,10,99
addresser,9,93
addressers,10,112
addresses,9,94
addressing,10,100
addrest,7,71
adds,4,28
adduce,6,38
adduced,7,42
adducent,8,72
adducer,7,56
adducers,8,75
adduces,7,57
adducing,8,63
adduct,6,53
adducted,8,62
adducting,9,83
adduction,9,91
adductions,10,110
adductive,9,89
adductor,8,86
adductors,9,105
adducts,7,72
adeem,5,28
adeemed,7,37
adeeming,8,58
adeems,6,47
adenine,7,52
adenines,8,71
adenitis,8,81
adenitises,10,105
adenocarcinoma,14,116
adenocarcinomas,15,135
adenocarcinomata,16,137
adenocarcinomatous,18,191
adenohypophyseal,16,189
adenohypophyses,15,195
adenohypophysial,16,193
adenohypophysis,15,199
adenoid,7,52
adenoidal,9,65
adenoids,8,71
adenoma,7,53
adenomas,8,72
adenomata,9,74
adenomatous,11,128
adenoses,8,82
adenosine,9,86
adenosines,10,105
adenosis,8,86
adenoviral,10,101
adenovirus,10,128
adenoviruses,12,152
adenyl,6,61
adenyls,7,80
adept,5,46
adepter,7,69
adeptest,8,90
adeptly,7,83
adeptness,9,103
adeptnesses,11,127
adepts,6,65
adequacies,10,85
adequacy,8,77
adequate,8,74
adequately,10,111
adequateness,12,131
adequatenesses,14,155
adhere,6,41
adhered,7,45
adherence,9,63
adherences,10,82
adherend,8,59
adherends,9,78
adherent,8,75
adherently,10,112
adherents,9,94
adherer,7,59
adherers,8,78
adheres,7,60
adhering,8,66
adhesion,8,75
adhesional,10,88
adhesions,9,94
adhesive,8,73
adhesively,10,110
adhesiveness,12,130
adhesivenesses,14,154
adhesives,9,92
adhibit,7,53
adhibited,9,62
adhibiting,10,83
adhibits,8,72
adiabatic,9,50
adiabatically,13,100
adieu,5,40
adieus,6,59
adieux,6,64
adios,5,48
adipic,6,42
adipocyte,9,98
adipocytes,10,117
adipose,7,69
adiposes,8,88
adiposis,8,92
adiposities,11,126
adiposity,9,118
adipous,7,85
adit,4,34
adits,5,53
adjacencies,11,74
adjacency,9,66
adjacent,8,58
adjacently,10,95
adjectival,10,87
adjectivally,12,124
adjective,9,79
adjectively,11,116
adjectives,10,98
adjoin,6,53
adjoined,8,62
adjoining,9,83
adjoins,7,72
adjoint,7,73
adjoints,8,92
adjourn,7,83
adjourned,9,92
adjourning,10,113
adjournment,11,135
adjournments,12,154
adjourns,8,102
adjudge,7,52
adjudged,8,56
adjudges,8,71
adjudging,9,77
adjudicate,10,78
adjudicated,11,82
adjudicates,11,97
adjudicating,12,103
adjudication,12,111
adjudications,13,130
adjudicative,12,109
adjudicator,11,106
adjudicators,12,125
adjudicatory,12,131
adjunct,7,73
adjunction,10,111
adjunctions,11,130
adjunctive,10,109
adjunctly,9,110
adjuncts,8,92
adjuration,10,113
adjurations,11,132
adjuratory,10,133
adjure,6,59
adjured,7,63
adjurer,7,77
adjurers,8,96
adjures,7,78
adjuring,8,84
adjuror,7,87
adjurors,8,106
adjust,6,75
adjustabilities,15,161
adjustability,13,153
adjustable,10,95
adjusted,8,84
adjuster,8,98
adjusters,9,117
adjusting,9,105
adjustive,9,111
adjustment,10,127
adjustmental,12,140
adjustments,11,146
adjustor,8,108
adjustors,9,127
adjusts,7,94
adjutancies,11,107
adjutancy,9,99
adjutant,8,91
adjutants,9,110
adjuvant,8,93
adjuvants,9,112
adman,5,33
admass,6,57
admeasure,9,87
admeasured,10,91
admeasurement,13,139
admeasurements,14,158
admeasures,10,106
admeasuring,11,112
admen,5,37
administer,10,112
administered,12,121
administering,13,142
administers,11,131
administrable,13,127
administrant,12,142
administrants,13,161
administrate,12,133
administrated,13,137
administrates,13,152
administrating,14,158
administration,14,166
administrations,15,185
administrative,14,164
administratively,16,201
administrator,13,161
administrators,14,180
administratrices,16,182
administratrix,14,179
admirabilities,14,131
admirability,12,123
admirable,9,65
admirableness,13,122
admirablenesses,15,146
admirably,9,85
admiral,7,58
admirals,8,77
admiralties,11,111
admiralty,9,103
admiration,10,104
admirations,11,123
admire,6,50
admired,7,54
admirer,7,68
admirers,8,87
admires,7,69
admiring,8,75
admiringly,10,112
admissibilities,15,159
admissibility,13,151
admissible,10,93
admission,9,103
admissions,10,122
admissive,9,101
admit,5,47
admits,6,66
admittance,10,90
admittances,11,109
admitted,8,76
admittedly,10,113
admitter,8,90
admitters,9,109
admitting,9,97
admix,5,51
admixed,7,60
admixes,7,75
admixing,8,81
admixt,6,71
admixture,9,115
admixtures,10,134
admonish,8,83
admonished,10,92
admonisher,10,106
admonishers,11,125
admonishes,10,107
admonishing,11,113
admonishingly,13,150
admonishment,12,135
admonishments,13,154
admonition,10,114
admonitions,11,133
admonitorily,12,155
admonitory,10,134
adnate,6,45
adnation,8,78
adnations,9,97
adnexa,6,49
adnexal,7,61
adnoun,6,69
adnouns,7,88
ado,3,20
adobe,5,27
adobelike,9,64
adobes,6,46
adobo,5,37
adobos,6,56
adolescence,11,86
adolescences,12,105
adolescent,10,98
adolescently,12,135
adolescents,11,117
adonis,6,62
adonises,8,86
adopt,5,56
adoptabilities,14,142
adoptability,12,134
adoptable,9,76
adopted,7,65
adoptee,7,66
adoptees,8,85
adopter,7,79
adopters,8,98
adoptianism,11,121
adoptianisms,12,140
adopting,8,86
adoption,8,94
adoptionism,11,135
adoptionisms,12,154
adoptionist,11,142
adoptionists,12,161
adoptions,9,113
adoptive,8,92
adoptively,10,129
adopts,6,75
adorabilities,13,124
adorability,11,116
adorable,8,58
adorableness,12,115
adorablenesses,14,139
adorably,8,78
adoration,9,97
adorations,10,116
adore,5,43
adored,6,47
adorer,6,61
adorers,7,80
adores,6,62
adoring,7,68
adoringly,9,105
adorn,5,52
adorned,7,61
adorner,7,75
adorners,8,94
adorning,8,82
adornment,9,104
adornments,10,123
adorns,6,71
ados,4,39
adown,5,57
adoze,5,51
adrenal,7,55
adrenalectomies,15,144
adrenalectomized,16,155
adrenalectomy,13,136
adrenaline,10,83
adrenalines,11,102
adrenals,8,74
adrenergic,10,84
adrenergically,14,134
adrenochrome,12,119
adrenochromes,13,138
adrenocortical,14,138
adrenocorticosteroid,20,230
adrenocorticosteroids,21,249
adrenocorticotrophic,20,229
adrenocorticotrophin,20,240
adrenocorticotrophins,21,259
adrenocorticotropic,19,221
adrenocorticotropin,19,232
adrenocorticotropins,20,251
adrift,6,58
adroit,6,67
adroiter,8,90
adroitest,9,111
adroitly,8,104
adroitness,10,124
adroitnesses,12,148
ads,3,24
adscititious,12,149
adscript,8,90
adscripts,9,109
adsorb,6,59
adsorbable,10,79
adsorbate,9,85
adsorbates,10,104
adsorbed,8,68
adsorbent,9,98
adsorbents,10,117
adsorber,8,82
adsorbers,9,101
adsorbing,9,89
adsorbs,7,78
adsorption,10,131
adsorptions,11,150
adsorptive,10,129
adularia,8,67
adularias,9,86
adulate,7,64
adulated,8,68
adulates,8,83
adulating,9,89
adulation,9,97
adulations,10,116
adulator,8,92
adulators,9,111
adulatory,9,117
adult,5,58
adulterant,10,116
adulterants,11,135
adulterate,10,107
adulterated,11,111
adulterates,11,126
adulterating,12,132
adulteration,12,140
adulterations,13,159
adulterator,11,135
adulterators,12,154
adulterer,9,104
adulterers,10,123
adulteress,10,124
adulteresses,12,148
adulteries,10,114
adulterine,10,109
adulterous,10,136
adulterously,12,173
adultery,8,106
adulthood,9,100
adulthoods,10,119
adultlike,9,95
adultly,7,95
adultness,9,115
adultnesses,11,139
adults,6,77
adumbral,8,72
adumbrate,9,85
adumbrated,10,89
adumbrates,10,104
adumbrating,11,110
adumbration,11,118
adumbrations,12,137
adumbrative,11,116
adumbratively,13,153
adunc,5,43
aduncate,8,69
aduncous,8,98
adust,5,65
advance,7,50
advanced,8,54
advancement,11,102
advancements,12,121
advancer,8,68
advancers,9,87
advances,8,69
advancing,9,75
advantage,9,75
advantaged,10,79
advantageous,12,130
advantageously,14,167
advantageousness,16,187
advantageousnesses,18,211
advantages,10,94
advantaging,11,100
advect,6,55
advected,8,64
advecting,9,85
advection,9,93
advections,10,112
advective,9,91
advects,7,74
advent,6,66
adventitia,10,105
adventitial,11,117
adventitias,11,124
adventitious,12,159
adventitiously,14,196
adventive,9,102
adventives,10,121
advents,7,85
adventure,9,110
adventured,10,114
adventurer,10,128
adventurers,11,147
adventures,10,129
adventuresome,13,162
adventuresomeness,17,219
adventuresomenesses,19,243
adventuress,11,148
adventuresses,13,172
adventuring,11,135
adventurism,11,146
adventurisms,12,165
adventurist,11,153
adventuristic,13,165
adventurists,12,172
adventurous,11,160
adventurously,13,197
adventurousness,15,217
adventurousnesses,17,241
adverb,6,52
adverbial,9,74
adverbially,11,111
adverbials,10,93
adverbs,7,71
adversarial,11,110
adversaries,11,121
adversariness,13,154
adversarinesses,15,178
adversary,9,113
adversative,11,126
adversatively,13,163
adversatives,12,145
adverse,7,74
adversely,9,111
adverseness,11,131
adversenesses,13,155
adversities,11,131
adversity,9,123
advert,6,70
adverted,8,79
advertence,10,97
advertences,11,116
advertencies,12,125
advertency,10,117
advertent,9,109
advertently,11,146
adverting,9,100
advertise,9,103
advertised,10,107
advertisement,13,155
advertisements,14,174
advertiser,10,121
advertisers,11,140
advertises,10,122
advertising,11,128
advertisings,12,147
advertize,9,110
advertized,10,114
advertizement,13,162
advertizements,14,181
advertizes,10,129
advertizing,11,135
advertorial,11,125
advertorials,12,144
adverts,7,89
advice,6,44
advices,7,63
advisabilities,14,141
advisability,12,133
advisable,9,75
advisableness,13,132
advisablenesses,15,156
advisably,9,95
advise,6,60
advised,7,64
advisedly,9,101
advisee,7,65
advisees,8,84
advisement,10,112
advisements,11,131
adviser,7,78
advisers,8,97
advises,7,79
advising,8,85
advisor,7,88
advisories,10,121
advisors,8,107
advisory,8,113
advocacies,10,82
advocacy,8,74
advocate,8,71
advocated,9,75
advocates,9,90
advocating,10,96
advocation,10,104
advocations,11,123
advocative,10,102
advocator,9,99
advocators,10,118
advowson,8,113
advowsons,9,132
adynamia,8,68
adynamias,9,87
adynamic,8,70
adyta,5,51
adytum,6,84
adz,3,31
adze,4,36
adzes,5,55
adzuki,6,72
adzukis,7,91
ae,2,6
aecia,5,19
aecial,6,31
aecidia,7,32
aecidial,8,44
aecidium,8,65
aeciospore,10,106
aeciospores,11,125
aecium,6,52
aedes,5,34
aedile,6,36
aediles,7,55
aedine,6,38
aegis,5,41
aegises,7,65
aeneous,7,80
aeneus,6,65
aeolian,7,57
aeon,4,35
aeonian,7,59
aeonic,6,47
aeons,5,54
aepyornis,9,122
aepyornises,11,146
aequorin,8,100
aequorins,9,119
aerate,6,50
aerated,7,54
aerates,7,69
aerating,8,75
aeration,8,83
aerations,9,102
aerator,7,78
aerators,8,97
aerenchyma,10,93
aerenchymas,11,112
aerenchymata,12,114
aerial,6,46
aerialist,9,94
aerialists,10,113
aerially,8,83
aerials,7,65
aerie,5,38
aeried,6,42
aerier,6,56
aeries,6,57
aeriest,7,77
aerified,8,57
aerifies,8,72
aeriform,8,85
aerify,6,64
aerifying,9,94
aerily,6,70
aero,4,39
aerobatic,9,74
aerobatics,10,93
aerobe,6,46
aerobes,7,65
aerobia,7,51
aerobic,7,53
aerobically,11,103
aerobics,8,72
aerobiological,14,124
aerobiologies,13,132
aerobiology,11,124
aerobioses,10,108
aerobiosis,10,112
aerobium,8,84
aerobrake,9,76
aerobraked,10,80
aerobrakes,10,95
aerobraking,11,101
aerodrome,9,94
aerodromes,10,113
aeroduct,8,87
aeroducts,9,106
aerodynamic,11,108
aerodynamical,13,121
aerodynamically,15,158
aerodynamicist,14,156
aerodynamicists,15,175
aerodynamics,12,127
aerodyne,8,87
aerodynes,9,106
aeroelastic,11,108
aeroelasticities,16,170
aeroelasticity,14,162
aeroembolism,12,127
aeroembolisms,13,146
aerofoil,8,81
aerofoils,9,100
aerogel,7,63
aerogels,8,82
aerogram,8,78
aerogramme,10,96
aerogrammes,11,115
aerograms,9,97
aerolite,8,85
aerolites,9,104
aerolith,8,88
aeroliths,9,107
aerologies,10,106
aerology,8,98
aeromagnetic,12,111
aeromechanics,13,114
aeromedical,11,86
aeromedicine,12,101
aeromedicines,13,120
aerometer,9,100
aerometers,10,119
aeronaut,8,95
aeronautic,10,107
aeronautical,12,120
aeronautically,14,157
aeronautics,11,126
aeronauts,9,114
aeronomer,9,104
aeronomers,10,123
aeronomic,9,93
aeronomical,11,106
aeronomies,10,114
aeronomist,10,129
aeronomists,11,148
aeronomy,8,106
aeroplane,9,87
aeroplanes,10,106
aerosat,7,79
aerosats,8,98
aerosol,7,85
aerosolization,14,179
aerosolizations,15,198
aerosolize,10,125
aerosolized,11,129
aerosolizes,11,144
aerosolizing,12,150
aerosols,8,104
aerospace,9,83
aerospaces,10,102
aerostat,8,99
aerostatics,11,130
aerostats,9,118
aerothermodynamic,17,187
aerothermodynamics,18,206
aerugo,6,67
aerugos,7,86
aery,4,49
aesthete,8,83
aesthetes,9,102
aesthetic,9,90
aesthetical,11,103
aesthetically,13,140
aesthetician,12,114
aestheticians,13,133
aestheticism,12,131
aestheticisms,13,150
aestheticize,12,130
aestheticized,13,134
aestheticizes,13,149
aestheticizing,14,155
aesthetics,10,109
aestival,8,89
aestivate,9,102
aestivated,10,106
aestivates,10,121
aestivating,11,127
aestivation,11,135
aestivations,12,154
aether,6,57
aetheric,8,69
aethers,7,76
aetiologies,11,117
aetiology,9,109
afar,4,26
afars,5,45
afeard,6,35
afeared,7,40
afebrile,8,58
aff,3,13
affabilities,12,99
affability,10,91
affable,7,33
affably,7,53
affair,6,41
affaire,7,46
affaires,8,65
affairs,7,60
affect,6,41
affectabilities,15,127
affectability,13,119
affectable,10,61
affectation,11,100
affectations,12,119
affected,8,50
affectedly,10,87
affectedness,12,107
affectednesses,14,131
affecter,8,64
affecters,9,83
affecting,9,71
affectingly,11,108
affection,9,79
affectional,11,92
affectionally,13,129
affectionate,12,105
affectionately,14,142
affectioned,11,88
affectionless,13,134
affections,10,98
affective,9,77
affectively,11,114
affectivities,13,134
affectivity,11,126
affectless,10,96
affectlessness,14,153
affectlessnesses,16,177
affects,7,60
affenpinscher,13,124
affenpinschers,14,143
afferent,8,75
afferently,10,112
afferents,9,94
affiance,8,45
affianced,9,49
affiances,9,64
affiancing,10,70
affiant,7,57
affiants,8,76
affiche,7,38
affiches,8,57
afficionado,11,83
afficionados,12,102
affidavit,9,78
affidavits,10,97
affiliate,9,69
affiliated,10,73
affiliates,10,88
affiliating,11,94
affiliation,11,102
affiliations,12,121
affinal,7,49
affine,6,41
affined,7,45
affinely,8,78
affines,7,60
affinities,10,98
affinity,8,90
affirm,6,53
affirmable,10,73
affirmance,10,76
affirmances,11,95
affirmation,11,112
affirmations,12,131
affirmative,11,110
affirmatively,13,147
affirmatives,12,129
affirmed,8,62
affirmer,8,76
affirmers,9,95
affirming,9,83
affirms,7,72
affix,5,46
affixable,9,66
affixal,7,59
affixation,10,105
affixations,11,124
affixed,7,55
affixer,7,69
affixers,8,88
affixes,7,70
affixial,8,68
affixing,8,76
affixment,9,98
affixments,10,117
afflatus,8,86
afflatuses,10,110
afflict,7,57
afflicted,9,66
afflicting,10,87
affliction,10,95
afflictions,11,114
afflictive,10,93
afflictively,12,130
afflicts,8,76
affluence,9,73
affluences,10,92
affluencies,11,101
affluency,9,93
affluent,8,85
affluently,10,122
affluents,9,104
afflux,6,70
affluxes,8,94
afford,6,50
affordabilities,15,136
affordability,13,128
affordable,10,70
affordably,10,90
afforded,8,59
affording,9,80
affords,7,69
afforest,8,90
afforestation,13,149
afforestations,14,168
afforested,10,99
afforesting,11,120
afforests,9,109
affray,6,57
affrayed,8,66
affrayer,8,80
affrayers,9,99
affraying,9,87
affrays,7,76
affricate,9,69
affricates,10,88
affricative,11,100
affricatives,12,119
affright,8,75
affrighted,10,84
affrighting,11,105
affrights,9,94
affront,7,80
affronted,9,89
affronting,10,110
affronts,8,99
affusion,8,91
affusions,9,110
afghan,6,37
afghani,7,46
afghanis,8,65
afghans,7,56
aficionada,10,63
aficionadas,11,82
aficionado,10,77
aficionados,11,96
afield,6,37
afire,5,39
aflame,6,38
aflatoxin,9,102
aflatoxins,10,121
afloat,6,55
aflutter,8,103
afoot,5,57
afore,5,45
aforementioned,14,144
aforesaid,9,78
aforethought,12,144
afoul,5,55
afraid,6,39
afreet,6,55
afreets,7,74
afresh,6,57
afrit,5,54
afrits,6,73
aft,3,27
after,5,50
afterbirth,10,107
afterbirths,11,126
afterburner,11,128
afterburners,12,147
aftercare,9,77
aftercares,10,96
afterclap,9,82
afterclaps,10,101
afterdeck,9,73
afterdecks,10,92
aftereffect,11,95
aftereffects,12,114
afterglow,9,107
afterglows,10,126
afterimage,10,85
afterimages,11,104
afterlife,9,82
afterlives,10,117
aftermarket,11,118
aftermarkets,12,137
aftermath,9,92
aftermaths,10,111
aftermost,9,117
afternoon,9,108
afternoons,10,127
afterpiece,10,88
afterpieces,11,107
afters,6,69
aftershave,10,105
aftershaves,11,124
aftershock,10,106
aftershocks,11,125
aftertaste,10,115
aftertastes,11,134
aftertax,8,95
afterthought,12,149
afterthoughts,13,168
aftertime,9,97
aftertimes,10,116
afterward,9,96
afterwards,10,115
afterword,9,110
afterwords,10,129
afterworld,10,122
afterworlds,11,141
aftmost,7,94
aftosa,6,62
aftosas,7,81
ag,2,8
aga,3,9
again,5,32
against,7,71
agalloch,8,59
agallochs,9,78
agalwood,8,78
agalwoods,9,97
agama,5,23
agamas,6,42
agamete,7,52
agametes,8,71
agamic,6,34
agammaglobulinemia,18,156
agammaglobulinemias,19,175
agammaglobulinemic,18,158
agamospermies,13,141
agamospermy,11,133
agamous,7,77
agapae,6,31
agapai,6,35
agapanthus,10,108
agapanthuses,12,132
agape,5,30
agapeic,7,42
agar,4,27
agaric,6,39
agarics,7,58
agarose,7,66
agaroses,8,85
agars,5,46
agas,4,28
agate,5,34
agates,6,53
agatize,7,69
agatized,8,73
agatizes,8,88
agatizing,9,94
agatoid,7,57
agave,5,36
agaves,6,55
agaze,5,40
age,3,13
aged,4,17
agedly,6,54
